"","opa_number","street_address","zip_code","principal_due","penalty_due","interest_due","other_charges_due","total_due","is_actionable","payment_agreement","num_years_owed","most_recent_year_owed","oldest_year_owed","year_of_last_assessment","taxable_assessment","mailing_city","mailing_state","general_building_description","building_category","exempt_abatement_assessment","homestead_value","net_tax_value_after_homestead","sheriff_sale","liens_sold_1990s","liens_sold_2015","assessment_under_appeal","year_month","full_address","latitude","longitude","delinquent"
"91",62373500,"804 N 46TH ST",19139,2541.62,169.23,359.29,876.36,3946.5,TRUE,FALSE,3,2021,2019,2022,54000,"PHILADELPHIA","PA","house","residential",0,0,755.89,"N",FALSE,"N",FALSE,202206,"804 N 46th St, Philadelphia, PA, USA",39.96672787,-75.21360575,1
"92",62377000,"882 N 46TH ST",19139,2126.14,166.14,614.18,1152.48,4058.94,TRUE,FALSE,7,2021,2015,2022,30500,"PHILADELPHIA","PA","house","residential",0,0,426.94,"N",FALSE,"N",FALSE,202206,"882 N 46th St, Philadelphia, PA, USA",39.96864883,-75.21384661,1
"93",62380200,"1022 N 46TH ST",19131,0,0,0,195.01,195.01,TRUE,FALSE,3,2021,2019,2022,59400,NA,NA,"house","residential",0,629.91,201.57,"N",FALSE,"N",FALSE,202206,"1022 N 46th St, Philadelphia, PA, USA",39.97186058,-75.21373785,1
"94",131084500,"1535 W BUTLER ST",19140,3113.72,209.35,554.66,1129.64,5007.37,TRUE,FALSE,5,2021,2016,2022,53500,"SOUTHAMPTON","PA","house","residential",0,0,748.89,"N",FALSE,"N",FALSE,202206,"1535 W Butler St, Philadelphia, PA, USA",40.01122825,-75.15350663,1
"95",131087400,"1719 W BUTLER ST",19140,3464.21,261.98,1004.76,2055.21,6786.16,TRUE,FALSE,5,2021,2017,2022,23000,NA,NA,"house","residential",0,0,321.95,"N",FALSE,"N",FALSE,202206,"1719 W Butler St, Philadelphia, PA, USA",40.01161772,-75.15658211,1
"96",131095000,"1813 W PIKE ST",19140,2407.19,165.13,598.03,803.42,3973.77,TRUE,FALSE,7,2021,2015,2022,28800,NA,NA,"house","residential",5500,0,403.14,"N",FALSE,"N",FALSE,202206,"1813 W Pike St, Philadelphia, PA, USA",40.01333578,-75.15782964,1
"97",131145600,"3630 N 15TH ST",19140,458.32,31.53,134.57,92.89,717.31,TRUE,FALSE,7,2021,2014,2022,48400,NA,NA,"house","residential",0,629.91,47.59,"N",FALSE,"N",FALSE,202206,"3630 N 15th St, Philadelphia, PA, USA",40.00873588,-75.15311186,1
"98",131148000,"3736 N 15TH ST",19140,1216.83,81.02,172.23,588.35,2058.43,TRUE,FALSE,3,2021,2019,2022,25800,"BALA CYNWYD","PA","house","residential",0,0,361.15,"N",FALSE,"N",FALSE,202206,"3736 N 15th St, Philadelphia, PA, USA",40.01005955,-75.15282494,1
"99",381144500,"3027 N 26TH ST",19132,1486.75,96.49,143.62,526.65,2253.51,TRUE,FALSE,2,2021,2020,2022,47100,"PHILADELPHIA","PA","house","residential",0,0,659.31,"N",FALSE,"N",FALSE,202206,"3027 N 26th St, Philadelphia, PA, USA",40.00161901,-75.17275562,1
"100",381145100,"3039 N 26TH ST",19132,6130.45,421.54,2371.46,1359.87,10283.32,TRUE,FALSE,9,2021,2013,2022,47100,"PHILADELPHIA","PA","house","residential",0,0,659.31,"N",FALSE,"N",FALSE,202206,"3039 N 26th St, Philadelphia, PA, USA",40.00191449,-75.17269044,1
"101",381152100,"2834 N 26TH ST",19132,1710.84,111.03,165.27,573.51,2560.65,TRUE,FALSE,2,2021,2020,2022,54200,NA,NA,"house","residential",0,0,758.69,"N",FALSE,"N",FALSE,202206,"2834 N 26th St, Philadelphia, PA, USA",39.99857675,-75.17355995,1
"102",381157100,"3010 N 26TH ST",19132,1486.75,96.49,143.62,526.65,2253.51,TRUE,FALSE,2,2021,2020,2022,47100,"YUMA","AZ","house","residential",0,0,659.31,"N",FALSE,"N",FALSE,202206,"3010 N 26th St, Philadelphia, PA, USA",40.00116978,-75.17300348,1
"103",381165100,"2929 N BAILEY ST",19132,31.03,34.48,66.92,131.75,264.18,TRUE,FALSE,1,2019,2019,2022,31600,NA,NA,"house","residential",0,442.34,0,"N",FALSE,"N",FALSE,202206,"2929 N Bailey St, Philadelphia, PA, USA",40.00002657,-75.17365199,1
"104",381165200,"2931 N BAILEY ST",19132,0,0.01,0.79,0.16,0.96,TRUE,FALSE,1,2017,2017,2022,31600,NA,NA,"house","residential",0,0,442.34,"N",FALSE,"N",FALSE,202206,"2931 N Bailey St, Philadelphia, PA, USA",40.00005494,-75.17364545,1
"105",381171700,"3321 N BAILEY ST",19129,1165.63,97.85,122.23,484.4,1870.11,TRUE,FALSE,3,2021,2019,2022,52300,"PHILADELPHIA","PA","house","residential",0,0,732.1,"N",FALSE,"N",FALSE,202206,"3321 N Bailey St, Philadelphia, PA, USA",40.00674262,-75.17242631,1
"106",381176600,"2936 N BAILEY ST",19132,974.87,63.15,93.14,261.74,1392.9,TRUE,FALSE,2,2021,2020,2022,31600,"PHILA","PA","house","residential",0,0,442.34,"N",FALSE,"N",FALSE,202206,"2936 N Bailey St, Philadelphia, PA, USA",40.00015998,-75.17377314,1
"107",381179700,"3032 N BAILEY ST",19132,0,84.66,133.3,271.24,489.2,TRUE,FALSE,3,2017,2014,2022,39300,NA,NA,"house","residential",0,0,550.12,"N",FALSE,"N",FALSE,202206,"3032 N Bailey St, Philadelphia, PA, USA",40.00138638,-75.17348634,1
"108",381185400,"2835 N TANEY ST",19132,969.06,62.89,93.62,313.75,1439.32,TRUE,FALSE,2,2021,2020,2022,30700,"PHILA","PA","house","residential",0,0,429.74,"N",FALSE,"N",FALSE,202206,"2835 N Taney St, Philadelphia, PA, USA",39.99869921,-75.17443702,1
"109",381191300,"3017 N TANEY ST",19132,1884.71,163.14,405.38,873.23,3326.46,TRUE,FALSE,4,2021,2018,2022,40800,NA,NA,"house","residential",0,0,571.12,"N",FALSE,"N",FALSE,202206,"3017 N Taney St, Philadelphia, PA, USA",40.00131072,-75.17385124,1
"110",381191600,"3023 N TANEY ST",19132,357.59,38.26,388.57,124.61,909.03,TRUE,FALSE,6,2018,2010,2022,40800,NA,NA,"house","residential",0,571.12,0,"N",FALSE,"N",FALSE,202206,"3023 N Taney St, Philadelphia, PA, USA",40.00135453,-75.17383981,1
"111",381191800,"3027 N TANEY ST",19132,0,235.6,271.24,631.3,1138.14,TRUE,FALSE,7,2021,2014,2022,40800,NA,NA,"house","residential",0,0,571.12,"N",FALSE,"N",FALSE,202206,"3027 N Taney St, Philadelphia, PA, USA",40.00138374,-75.17383219,1
"112",381192000,"3031 N TANEY ST",19132,0,38.03,61.43,102.91,202.37,TRUE,FALSE,2,2021,2019,2022,40800,NA,NA,"house","residential",0,0,571.12,"N",FALSE,"N",FALSE,202206,"3031 N Taney St, Philadelphia, PA, USA",40.00141295,-75.17382457,1
"113",364326100,"1627 S MARSTON ST",19145,3063.83,203.91,432.93,989.86,4690.53,TRUE,FALSE,4,2021,2017,2022,65600,"PHILADELPHIA","PA","house","residential",0,0,918.27,"N",FALSE,"N",FALSE,202206,"1627 S Marston St, Philadelphia, PA, USA",39.93299957,-75.19070532,1
"114",364337400,"1439 S 28TH ST",19146,4291.15,287.9,726.81,1053.1,6358.96,TRUE,FALSE,4,2021,2018,2022,77500,"HADDONFIELD","NJ","house","residential",0,0,1084.85,"Y",FALSE,"N",FALSE,202206,"1439 S 28th St, Philadelphia, PA, USA",39.93537584,-75.19076592,1
"115",364385200,"1731 S DOVER ST",19145,2661.95,160.07,142.88,641.6,3606.5,TRUE,FALSE,2,2021,2020,2022,163200,"PHILADELPHIA","PA","house","residential",0,0,2284.47,"N",FALSE,"N",FALSE,202206,"1731 S Dover St, Philadelphia, PA, USA",39.93192531,-75.19256264,1
"116",364397100,"1509 S 29TH ST",19146,1543.69,133.56,327.39,652.94,2657.58,TRUE,FALSE,5,2021,2016,2022,81000,NA,NA,"house","residential",0,629.91,503.93,"N",FALSE,"N",FALSE,202206,"1509 S 29th St, Philadelphia, PA, USA",39.9346982,-75.19251351,1
"117",364410500,"1529 S MYRTLEWOOD ST",19146,466.24,57.88,108.11,234.78,867.01,TRUE,FALSE,4,2021,2016,2022,77300,NA,NA,"house","residential",0,629.91,452.14,"N",FALSE,"N",FALSE,202206,"1529 S Myrtlewood St, Philadelphia, PA, USA",39.93459997,-75.19361208,1
"118",364417000,"1502 S 30TH ST",19146,4118.39,274.04,577.89,589.02,5559.34,TRUE,FALSE,3,2021,2019,2022,88500,"PHILA","PA","house","residential",0,0,1238.82,"N",FALSE,"N",FALSE,202206,"1502 S 30th St, Philadelphia, PA, USA",39.93497451,-75.19422561,1
"119",364417200,"1506 S 30TH ST",19146,8.75,0.61,1.25,2.61,13.22,TRUE,FALSE,1,2020,2020,2022,88500,NA,NA,"house","residential",0,0,1238.82,"N",FALSE,"N",FALSE,202206,"1506 S 30th St, Philadelphia, PA, USA",39.93492916,-75.19423578,1
"120",364423300,"1518 S CORLIES ST",19146,1049.9,278.19,64.15,427.95,1820.19,TRUE,FALSE,4,2021,2018,2022,86600,"PHILADELPHIA","PA","house","residential",0,0,1212.23,"N",FALSE,"N",FALSE,202206,"1518 S Corlies St, Philadelphia, PA, USA",39.93485957,-75.19478388,1
"121",364423400,"1520 S CORLIES ST",19146,0,0,0,33.77,33.77,TRUE,FALSE,1,2018,2018,2022,86600,NA,NA,"house","residential",0,0,1212.23,"N",FALSE,"N",FALSE,202206,"1520 S Corlies St, Philadelphia, PA, USA",39.93483726,-75.19478895,1
"122",364432200,"1537 S 31ST ST",19146,34.59,2.08,2.58,98.52,137.77,TRUE,FALSE,2,2021,2019,2022,95300,NA,NA,"house","residential",0,629.91,704.1,"N",FALSE,"N",FALSE,202206,"1537 S 31st St, Philadelphia, PA, USA",39.93477424,-75.19572911,1
"123",364448200,"1421 S PATTON ST",19146,417.14,155.58,258.6,846.27,1677.59,TRUE,FALSE,7,2020,2014,2022,90000,NA,NA,"house","residential",0,0,1259.82,"N",FALSE,"N",FALSE,202206,"1421 S Patton St, Philadelphia, PA, USA",39.93630774,-75.19646624,1
"124",364453100,"1420 S PATTON ST",19146,2123.92,171.68,317.34,713.67,3326.61,TRUE,FALSE,4,2021,2017,2022,90000,NA,NA,"house","residential",0,629.91,629.91,"N",FALSE,"N",FALSE,202206,"1420 S Patton St, Philadelphia, PA, USA",39.93632777,-75.19661338,1
"125",364456400,"1540 S PATTON ST",19146,2646.34,174.05,271.24,988.14,4079.77,TRUE,FALSE,4,2021,2018,2022,80200,"PHILA","PA","house","residential",0,0,1122.64,"N",FALSE,"N",FALSE,202206,"1540 S Patton St, Philadelphia, PA, USA",39.9348876,-75.19694205,1
"126",365020900,"1517 S CARLISLE ST",19146,4015.14,260.59,387.87,1055.27,5718.87,TRUE,FALSE,2,2021,2020,2022,127200,NA,NA,"house","residential",0,0,1780.55,"N",FALSE,"N",FALSE,202206,"1517 S Carlisle St, Philadelphia, PA, USA",39.93161147,-75.16897276,1
"127",365021200,"1523 S CARLISLE ST",19146,2051.77,133.16,198.21,336.86,2720,TRUE,FALSE,2,2021,2020,2022,131300,NA,NA,"house","residential",0,0,1837.94,"N",FALSE,"N",FALSE,202206,"1523 S Carlisle St, Philadelphia, PA, USA",39.93156054,-75.16898344,1
"128",281206200,"2523 W DAKOTA ST",19132,2103.19,144.06,679.33,844.09,3770.67,TRUE,FALSE,7,2021,2015,2022,19700,"WENONAH","NJ","house","residential",0,0,275.76,"Y",FALSE,"N",FALSE,202206,"2523 W Dakota St, Philadelphia, PA, USA",39.99063501,-75.17398944,1
"129",172414900,"5819 N LAMBERT ST",19138,2496.83,162.05,241.2,556.87,3456.95,TRUE,FALSE,2,2021,2020,2022,79100,"PHILA","PA","house","residential",0,0,1107.24,"N",FALSE,"N",FALSE,202206,"5819 N Lambert St, Philadelphia, PA, USA",40.04298516,-75.15518541,1
"130",172418900,"6225 N LAMBERT ST",19138,3693.19,246.2,530.07,1128.23,5597.69,TRUE,FALSE,3,2021,2019,2022,76600,NA,NA,"house","residential",0,0,1072.25,"N",FALSE,"N",FALSE,202206,"6225 N Lambert St, Philadelphia, PA, USA",40.04979717,-75.15459386,1
"131",172419200,"6231 N LAMBERT ST",19138,478.1,28.69,25.1,207.07,738.96,TRUE,FALSE,2,2021,2020,2022,74700,NA,NA,"house","residential",0,629.91,415.74,"N",FALSE,"N",FALSE,202206,"6231 N Lambert St, Philadelphia, PA, USA",40.04984747,-75.15459023,1
"132",172449800,"6311 N 21ST ST",19138,59.18,4.72,19.08,8.27,91.25,TRUE,FALSE,2,2020,2018,2022,119200,NA,NA,"house","residential",0,629.91,1038.65,"N",FALSE,"N",FALSE,202206,"6311 N 21st St, Philadelphia, PA, USA",40.0506842,-75.15536013,1
"133",172459900,"6184 N 21ST ST",19138,5177.35,501.76,2700.54,1965.45,10345.1,TRUE,FALSE,11,2021,2011,2022,63000,"PHILADELPHIA","PA","house","residential",0,629.91,251.96,"Y",FALSE,"N",FALSE,202206,"6184 N 21st St, Philadelphia, PA, USA",40.04867709,-75.15563821,1
"134",172469200,"6023 N NORWOOD ST",19138,0,-6.95,-5.21,97.05,84.89,TRUE,FALSE,1,2020,2020,2022,44900,NA,NA,"house","residential",0,0,628.51,"N",FALSE,"N",FALSE,202206,"6023 N Norwood St, Philadelphia, PA, USA",40.04587205,-75.15649705,1
"135",172476000,"6319 N NORWOOD ST",19138,0,11.68,0,188.75,200.43,TRUE,FALSE,2,2020,2019,2022,71300,NA,NA,"house","residential",0,0,998.06,"N",FALSE,"N",FALSE,202206,"6319 N Norwood St, Philadelphia, PA, USA",40.05082078,-75.15617039,1
"136",172483200,"6018 N NORWOOD ST",19138,2402.14,155.9,232.06,718.04,3508.14,TRUE,FALSE,2,2021,2020,2022,76100,NA,NA,"house","residential",0,0,1065.25,"N",FALSE,"N",FALSE,202206,"6018 N Norwood St, Philadelphia, PA, USA",40.0458007,-75.15665174,1
"137",172487000,"6120 N NORWOOD ST",19138,11965.13,837.18,4572.97,3974.92,21350.2,TRUE,FALSE,9,2021,2013,2022,85200,"OAKLAND","CA","house","residential",0,0,1192.63,"N",FALSE,"N",FALSE,202206,"6120 N Norwood St, Philadelphia, PA, USA",40.04775615,-75.15652164,1
"138",172490700,"6328 N NORWOOD ST",19138,1477.05,95.18,136.59,331.88,2040.7,TRUE,FALSE,2,2021,2020,2022,96000,NA,NA,"house","residential",0,629.91,713.9,"N",FALSE,"N",FALSE,202206,"6328 N Norwood St, Philadelphia, PA, USA",40.05095123,-75.15631237,1
"139",131154000,"3639 N SYDENHAM ST",19140,2266.85,150.94,320.7,575.64,3314.13,TRUE,FALSE,3,2021,2019,2022,48100,NA,NA,"house","residential",0,0,673.3,"N",FALSE,"N",FALSE,202206,"3639 N Sydenham St, Philadelphia, PA, USA",40.00858847,-75.15380308,1
"140",131155200,"3713 N SYDENHAM ST",19140,72.44,4.35,4.75,14.93,96.47,TRUE,FALSE,2,2021,2019,2022,49500,NA,NA,"house","residential",0,629.91,62.99,"N",FALSE,"N",FALSE,202206,"3713 N Sydenham St, Philadelphia, PA, USA",40.00978351,-75.15354602,1
"141",131162600,"3646 N SYDENHAM ST",19140,142.15,9.66,25.35,47.28,224.44,TRUE,FALSE,4,2021,2016,2022,46800,NA,NA,"house","residential",0,629.91,25.2,"N",FALSE,"N",FALSE,202206,"3646 N Sydenham St, Philadelphia, PA, USA",40.00872724,-75.15392475,1
"142",131165000,"3744 N SYDENHAM ST",19140,2487.91,260.09,1226.41,901.88,4876.29,TRUE,FALSE,8,2021,2014,2022,50900,NA,NA,"house","residential",0,629.91,82.59,"Y",FALSE,"N",FALSE,202206,"3744 N Sydenham St, Philadelphia, PA, USA",40.0102851,-75.15359131,1
"143",232443400,"4289 GRISCOM ST",19124,0,21.47,10.19,113.61,145.27,TRUE,FALSE,1,2020,2020,2022,69400,"HATBORO","PA","house","residential",0,0,971.46,"N",FALSE,"N",FALSE,202206,"4289 Griscom St, Philadelphia, PA, USA",40.01124479,-75.08998932,1
"144",202137000,"1910 N DARIEN ST",19122,3129.99,208.55,446.75,1005.08,4790.37,TRUE,FALSE,3,2021,2019,2022,65500,"BLUE BELL","PA","house","residential",0,0,916.87,"N",FALSE,"N",FALSE,202206,"1910 N Darien St, Philadelphia, PA, USA",39.98076387,-75.14830506,1
"145",202140700,"2016 N DARIEN ST",19122,5850.79,399.21,1696.83,2165.2,10112.03,TRUE,FALSE,7,2021,2015,2022,64300,"PHILADELPHIA","PA","house","residential",0,0,900.07,"N",FALSE,"N",FALSE,202206,"2016 N Darien St, Philadelphia, PA, USA",39.98234088,-75.14795878,1
"146",202148900,"1555 N 9TH ST",19122,0,0,0,58.57,58.57,TRUE,FALSE,3,2013,2010,2022,101100,NA,NA,"house","residential",0,0,1415.2,"N",FALSE,"N",FALSE,202206,"1555 N 9th St, Philadelphia, PA, USA",39.97552939,-75.14979759,1
"147",232174000,"1722 FOULKROD ST",19124,1821.43,317.55,707.92,1284.77,4131.67,TRUE,FALSE,12,2021,2010,2022,70500,"PHILA","PA","house","residential",0,629.91,356.95,"N",FALSE,"N",FALSE,202206,"1722 Foulkrod St, Philadelphia, PA, USA",40.01599419,-75.07926802,1
"148",232183600,"1833 FOULKROD ST",19124,110.47,7.17,10.68,12.83,141.15,TRUE,FALSE,2,2021,2020,2022,48500,NA,NA,"house","residential",0,629.91,48.99,"N",FALSE,"N",FALSE,202206,"1833 Foulkrod St, Philadelphia, PA, USA",40.01518587,-75.07752977,1
"149",281145400,"2539 N DOVER ST",19132,517.52,95.46,131.3,442.84,1187.12,TRUE,FALSE,4,2021,2018,2022,25100,"PHILADELPHIA","PA","house","residential",0,0,351.35,"N",FALSE,"N",FALSE,202206,"2539 N Dover St, Philadelphia, PA, USA",39.99445434,-75.17845108,1
"150",281155400,"2534 N DOVER ST",19132,27.17,24.92,21.8,191.09,264.98,TRUE,FALSE,2,2021,2020,2022,25100,"PHILADELPHIA","PA","house","residential",0,0,351.35,"N",FALSE,"N",FALSE,202206,"2534 N Dover St, Philadelphia, PA, USA",39.99441578,-75.17861065,1
"151",281159400,"2754 N DOVER ST",19132,467.98,45.33,100.2,344.2,957.71,TRUE,FALSE,4,2020,2016,2022,25200,NA,NA,"house","residential",0,0,352.75,"N",FALSE,"N",FALSE,202206,"2754 N Dover St, Philadelphia, PA, USA",39.99784032,-75.17787481,1
"152",281160000,"2766 N DOVER ST",19132,384.51,27.79,55.56,192.12,659.98,TRUE,FALSE,1,2020,2020,2022,25800,NA,NA,"house","residential",0,0,361.15,"N",FALSE,"N",FALSE,202206,"2766 N Dover St, Philadelphia, PA, USA",39.99802044,-75.17783592,1
"153",281167400,"2507 N 29TH ST",19132,3462.4,236.76,1115.32,1074.01,5888.49,TRUE,FALSE,8,2021,2014,2022,34700,"PHILADELPHIA","PA","house","residential",0,0,485.73,"N",FALSE,"N",FALSE,202206,"2507 N 29th St, Philadelphia, PA, USA",39.99409799,-75.1791438,1
"154",281175000,"2761 N 29TH ST",19132,2112.45,141.83,407.21,1018.62,3680.11,TRUE,FALSE,5,2021,2017,2022,37600,NA,NA,"house","residential",0,0,526.32,"N",FALSE,"N",FALSE,202206,"2761 N 29th St, Philadelphia, PA, USA",39.99787896,-75.17831934,1
"155",281186630,"2613 W FLETCHER ST",19132,2541.46,196.64,843.99,1280.78,4862.87,TRUE,FALSE,7,2021,2015,2022,26300,"PHILADELPHIA","PA","house","residential",0,0,368.15,"N",FALSE,"N",FALSE,202206,"2613 W Fletcher St, Philadelphia, PA, USA",39.989673,-75.17567495,1
"156",281196100,"2447 W DAUPHIN ST",19132,1065.91,70.98,150.87,430.56,1718.32,TRUE,FALSE,3,2021,2019,2022,22600,"PHILADELPHIA","PA","house","residential",0,0,316.35,"N",FALSE,"N",FALSE,202206,"2447 W Dauphin St, Philadelphia, PA, USA",39.99017367,-75.17327372,1
"157",281197200,"2525 W DAUPHIN ST",19132,287.42,49.42,437.11,294.42,1068.37,TRUE,FALSE,3,2021,2010,2022,20300,NA,NA,"house","residential",0,0,284.16,"N",FALSE,"N",FALSE,202206,"2525 W Dauphin St, Philadelphia, PA, USA",39.99028103,-75.17409354,1
"158",281198600,"2605 W DAUPHIN ST",19132,314.1,24.95,259.99,131.43,730.47,TRUE,FALSE,1,2013,2013,2022,26200,NA,NA,"house","residential",0,366.75,0,"N",FALSE,"N",FALSE,202206,"2605 W Dauphin St, Philadelphia, PA, USA",39.99044963,-75.1753819,1
"159",41018900,"5520 SPRING ST",19139,1493.06,96.9,144.23,374.61,2108.8,TRUE,FALSE,2,2021,2020,2022,47300,"PHILADELPHIA","PA","house","residential",0,0,662.11,"N",FALSE,"N",FALSE,202206,"5520 Spring St, Philadelphia, PA, USA",39.96420419,-75.23047331,1
"160",41019200,"5526 SPRING ST",19139,0,0,0,100,100,TRUE,FALSE,1,2019,2019,2022,47300,"PHILADELPHIA","PA","house","residential",0,0,662.11,"N",FALSE,"N",FALSE,202206,"5526 Spring St, Philadelphia, PA, USA",39.96421305,-75.23054388,1
"161",41020200,"5419 SPRING ST",19139,1495.19,137.3,219.25,435.91,2287.65,TRUE,FALSE,4,2021,2018,2022,43800,"PHILADELPHIA","PA","house","residential",0,0,613.11,"N",FALSE,"N",FALSE,202206,"5419 Spring St, Philadelphia, PA, USA",39.96407488,-75.22835738,1
"162",61183700,"429 N PRESTON ST",19104,7348.44,476.91,709.88,1752.17,10287.4,TRUE,FALSE,2,2021,2020,2022,232800,NA,NA,"house","residential",0,0,3258.73,"N",FALSE,"N",FALSE,202206,"429 N Preston St, Philadelphia, PA, USA",39.96064333,-75.20368009,1
"163",101350900,"1841 73RD AVE",19126,0,14.34,22.34,200.04,236.72,TRUE,FALSE,2,2021,2020,2022,116600,NA,NA,"house","residential",0,629.91,1002.26,"N",FALSE,"N",FALSE,202206,"1841 73rd Ave, Philadelphia, PA, USA",40.06531397,-75.14620102,1
"164",101380700,"1911 PENFIELD ST",19138,3424.85,222.28,330.85,931.86,4909.84,TRUE,FALSE,2,2021,2020,2022,153500,NA,NA,"house","residential",0,0,2148.69,"N",FALSE,"N",FALSE,202206,"1911 Penfield St, Philadelphia, PA, USA",40.0665414,-75.14769213,1
"165",101393900,"2121 74TH AVE",19138,3520.26,251.11,398,968.37,5137.74,TRUE,FALSE,3,2021,2019,2022,113500,"LYNN","MA","house","residential",0,0,1588.77,"N",FALSE,"N",FALSE,202206,"2121 74th Ave, Philadelphia, PA, USA",40.0676453,-75.15213676,1
"166",101406400,"1960 W CHELTENHAM AVE",19138,8603.52,690.68,2378.23,1841.26,13513.69,TRUE,FALSE,8,2021,2014,2022,126200,NA,NA,"house","residential",0,0,1766.55,"N",FALSE,"N",FALSE,202206,"1960 W Cheltenham Ave, Philadelphia, PA, USA",40.06872025,-75.14887208,1
"167",102010800,"6916 OGONTZ AVE",19138,0,36.49,45.5,392.68,474.67,TRUE,FALSE,4,2021,2018,2022,131800,NA,NA,"house","residential",0,0,1844.94,"N",FALSE,"N",FALSE,202206,"6916 Ogontz Ave, Philadelphia, PA, USA",40.06017576,-75.15044249,1
"168",172504500,"6143 N BEECHWOOD ST",19138,381.95,24.79,36.9,245.56,689.2,TRUE,FALSE,2,2021,2020,2022,57100,"PHILA","PA","house","residential",0,629.91,169.38,"N",FALSE,"N",FALSE,202206,"6143 N Beechwood St, Philadelphia, PA, USA",40.04810834,-75.15713513,1
"169",292217100,"3008 REDNER ST",19121,0,5.76,6.48,110.11,122.35,TRUE,FALSE,1,2019,2019,2022,59900,NA,NA,"house","residential",0,629.91,208.57,"N",FALSE,"N",FALSE,202206,"3008 Redner St, Philadelphia, PA, USA",39.98003938,-75.18415461,1
"170",292221000,"3033 REDNER ST",19121,2068.41,138.99,326.48,779.83,3313.71,TRUE,FALSE,3,2021,2019,2022,36000,"SWEDESBORO","NJ","house","residential",0,0,503.93,"N",FALSE,"N",FALSE,202206,"3033 Redner St, Philadelphia, PA, USA",39.98019834,-75.18448245,1
"171",292223300,"2930 W OXFORD ST",19121,817.55,53.06,78.97,386.74,1336.32,TRUE,FALSE,2,2021,2020,2022,145300,NA,NA,"house","residential",0,629.91,1404,"N",FALSE,"N",FALSE,202206,"2930 W Oxford St, Philadelphia, PA, USA",39.98046061,-75.18339044,1
"172",292225400,"3032 W OXFORD ST",19121,8160.77,835.82,3835.86,1733.85,14566.3,TRUE,FALSE,11,2021,2011,2022,74100,"PHILADELPHIA","PA","house","residential",0,0,1037.25,"Y",FALSE,"N",FALSE,202206,"3032 W Oxford St, Philadelphia, PA, USA",39.98063803,-75.18467148,1
"173",323159400,"2941 FRENCH ST",19121,1413.79,94.14,200.01,472.58,2180.52,TRUE,FALSE,3,2021,2019,2022,30000,"PHILA","PA","house","residential",0,0,419.94,"N",FALSE,"N",FALSE,202206,"2941 French St, Philadelphia, PA, USA",39.98907866,-75.18101132,1
"174",323170400,"1802 N 27TH ST",19121,2212.74,143.61,213.75,678.44,3248.54,TRUE,FALSE,2,2021,2020,2022,70100,NA,NA,"house","residential",0,0,981.26,"N",FALSE,"N",FALSE,202206,"1802 N 27th St, Philadelphia, PA, USA",39.98300934,-75.17859178,1
"175",323174200,"2134 N 27TH ST",19121,1808.51,119.79,262.5,519.2,2710,TRUE,FALSE,4,2021,2018,2022,42300,NA,NA,"house","residential",0,0,592.12,"N",FALSE,"N",FALSE,202206,"2134 N 27th St, Philadelphia, PA, USA",39.98828268,-75.17744536,1
"176",323188900,"1861 N MARSTON ST",19121,1782.35,118.68,252.25,420,2573.28,TRUE,FALSE,3,2021,2019,2022,37800,"MONTGOMERYVLE","PA","house","residential",0,0,529.12,"N",FALSE,"N",FALSE,202206,"1861 N Marston St, Philadelphia, PA, USA",39.98393723,-75.17920025,1
"177",323190200,"2015 N MARSTON ST",19121,0,0,0,0.01,0.01,TRUE,FALSE,1,2015,2015,2022,10700,NA,NA,"house","residential",0,149.78,0,"N",FALSE,"N",FALSE,202206,"2015 N Marston St, Philadelphia, PA, USA",39.98690618,-75.17853915,1
"178",323190300,"2017 N MARSTON ST",19121,1574.24,104.82,222.72,666.06,2567.84,TRUE,FALSE,3,2021,2019,2022,33400,"PHILADELPHIA","PA","house","residential",0,0,467.53,"N",FALSE,"N",FALSE,202206,"2017 N Marston St, Philadelphia, PA, USA",39.98691342,-75.17854553,1
"179",323192600,"2155 N MARSTON ST",19121,896.68,168.27,1114.38,504.66,2683.99,TRUE,FALSE,8,2021,2011,2022,30100,NA,NA,"house","residential",0,362.55,58.79,"Y",FALSE,"N",FALSE,202206,"2155 N Marston St, Philadelphia, PA, USA",39.98866126,-75.17806048,1
